text_data,source_language,target_language,target_text,final_text_data
 প্রথমার্ধের অতিরিক্ত সময়ে পাওয়া পেনাল্টি থেকে গোল করে ব্যবধান দ্বিগুন করেন বনিফেইস। ২-০ তে লিড নিয়ে বিরতিতে যায় জাভি আলোন্সোর শিষ্যরা। দ্বিতিয়ার্ধের ৭৬ মিনিটে হফম্যানের কর্ণারে বাড়ানো বলে হেড থেকে বল জালে জড়ান আমিন আদলি। ৮৬ মিনিটে ব্যবধান ৪-০ করেন স্ট্যানিসিচ। ৯৩ মিনিটে স্ট্যানিসিচের এসিস্টে কফিনে শেষ পেরেক ঠুকেন গ্রিমালদো। পাঁচ গোলের ব্যবধানে বড় জয় পায় লেভারকুসেন।।,Bangla,English,"Boniface doubled the lead by scoring from a penalty in first-half stoppage time. Xabi Alonso's men went into the break with a 2-0 lead. In the 76th minute of the second half, Amine Adli headed the ball into the net from a flicked-on ball from Hofmann's corner. In the 86th minute, Stanisic made it 4-0. In the 93rd minute, Grimaldo put the final nail in the coffin from Stanisic's assist. Leverkusen secured a big win by a five-goal margin.", প্রথমার্ধের অতিরিক্ত সময়ে পাওয়া পেনাল্টি থেকে গোল করে ব্যবধান দ্বিগুন করেন বনিফেইস। ২-০ তে লিড নিয়ে বিরতিতে যায় জাভি আলোন্সোর শিষ্যরা। দ্বিতিয়ার্ধের ৭৬ মিনিটে হফম্যানের কর্ণারে বাড়ানো বলে হেড থেকে বল জালে জড়ান আমিন আদলি। ৮৬ মিনিটে ব্যবধান ৪-০ করেন স্ট্যানিসিচ। ৯৩ মিনিটে স্ট্যানিসিচের এসিস্টে কফিনে শেষ পেরেক ঠুকেন গ্রিমালদো। পাঁচ গোলের ব্যবধানে বড় জয় পায় লেভারকুসেন।।
সাত কলেজ ইস্যুতে রাজধানী উত্তাল সময় পার করছে কদিন। কলেজগুলোর সম্মিলিত শিক্ষার্থীর সংখ্যা প্রায় দুই লাখ। পাশাপাশি শিক্ষক সংখ্যা হবে এক হাজারের বেশি। একটা সময় জাতীয় বিশ্ববিদ্যালয়ের অধীনে থাকা এসব কলেজে নিয়মিত ক্লাস হতো না।,Bangla,English,"The capital has been experiencing turbulent times for several days over the issue of seven colleges. The combined student population of these colleges is about two hundred thousand. Additionally, the number of teachers would be over one thousand. At one time, regular classes did not take place in these colleges under the National University.",
 শনিবার (২৫ নভেম্বর) নিজেদের ঘরের মাঠ সেন্ট জেমস পার্ক স্টেডিয়ামে চেলসিকে আতিথ্য জানায় নিউক্যাসল ইউনাইটেড। ম্যাচের মাত্র ১৩ মিনিটেই এগিয়ে যায় নিউক্যাসল। বক্সের মাঝখান থেকে ডান পায়ের দুর্দান্ত শটে গোল করে দলকে লিড এনে দেন আলেকজান্ডার ইসাক। এর ১০ মিনিট পর পাল্টা গোল করে দলকে সমতায় ফেরান চেলসির উইঙ্গার রাহিম স্টার্লিং। প্রথমার্ধ ১-১ সমতায় বিরতিতে যায় দুই দল।।,Bangla,English,"On Saturday (25 November), Newcastle United hosted Chelsea at their home ground, St James' Park Stadium. Newcastle went ahead just 13 minutes into the match. Alexander Isak gave his team the lead with a brilliant right-footed shot from the middle of the box. Ten minutes later, Chelsea winger Raheem Sterling scored in reply to bring his team level. The two teams went into the break level at 1-1.", শনিবার (২৫ নভেম্বর) নিজেদের ঘরের মাঠ সেন্ট জেমস পার্ক স্টেডিয়ামে চেলসিকে আতিথ্য জানায় নিউক্যাসল ইউনাইটেড। ম্যাচের মাত্র ১৩ মিনিটেই এগিয়ে যায় নিউক্যাসল। বক্সের মাঝখান থেকে ডান পায়ের দুর্দান্ত শটে গোল করে দলকে লিড এনে দেন আলেকজান্ডার ইসাক। এর ১০ মিনিট পর পাল্টা গোল করে দলকে সমতায় ফেরান চেলসির উইঙ্গার রাহিম স্টার্লিং। প্রথমার্ধ ১-১ সমতায় বিরতিতে যায় দুই দল।।
 উচ্চতার সুবিধা কাজে লাগিয়ে আদায় করছেন বাউন্স। প্রথম ম্যাচের পর দ্বিতীয় ম্যাচে আরও নিয়ন্ত্রিত। ৩ ওভারে দিয়েছিলেন মাত্র ১০ রান। তাই তো তাকে প্রশংসায় ভাসালেন কিউই ওপেনার টিম সেইফার্ট।।,Bangla,English,He is using his height advantage to generate bounce. He was even more controlled in the second match than in the first. He gave away only 10 runs in 3 overs. That’s why Kiwi opener Tim Seifert praised him.,
"সম্পাদক পদে বসতে পারবেন না ডিপজল, তদন্তের নির্দেশ হাইকোর্টের

 বাংলাদেশ চলচ্চিত্র শিল্পী সমিতির (২০২৪-২৬) মেয়াদি নির্বাচনে সম্পাদক পদে বিজয়ী ডিপজল তার পদে বসতে পারবেন না। সেই সঙ্গে পরাজিত সাধারণ সম্পাদক প্রার্থী নিপুণ আক্তারের অভিযোগ তদন্তের নির্দেশ দিয়েছেন হাইকোর্ট। সোমবার (২০ মে) বিচারপতি নাইমা হায়দার ও বিচারপতি কাজী জিনাত হকের হাইকোর্ট বেঞ্চ এ আদেশ দেন।",Bangla,English,"Dipjol cannot take office as editor, High Court orders investigation

Dipjol, who was elected to the editor post in the Bangladesh Film Artists Association election for the 2024-26 term, will not be able to take office. At the same time, the High Court has ordered an investigation into the complaint of defeated general secretary candidate Nipun Akter. The High Court bench of Justice Naima Haider and Justice Kazi Zinat Hoque passed the order on Monday (20 May).","সম্পাদক পদে বসতে পারবেন না ডিপজল, তদন্তের নির্দেশ হাইকোর্টের

 বাংলাদেশ চলচ্চিত্র শিল্পী সমিতির (২০২৪-২৬) মেয়াদি নির্বাচনে সম্পাদক পদে বিজয়ী ডিপজল তার পদে বসতে পারবেন না। সেই সঙ্গে পরাজিত সাধারণ সম্পাদক প্রার্থী নিপুণ আক্তারের অভিযোগ তদন্তের নির্দেশ দিয়েছেন হাইকোর্ট। সোমবার (২০ মে) বিচারপতি নাইমা হায়দার ও বিচারপতি কাজী জিনাত হকের হাইকোর্ট বেঞ্চ এ আদেশ দেন।"
"মানুষ নয়, রোবট নেবে ক্লাস!

 শাড়ি পরে, খোপা বেঁধে স্কুলে ক্লাস নিচ্ছেণ শিক্ষক। তবে যে শিক্ষক ক্লাস নিচ্ছেন; বাস্তবে তিনি মানুষ নন। বরং একটি রোবট! এমনই এক ঘটনা ঘটেছে ভারতে। দেশটিতে প্রথম হিউম্যানয়েড রোবট শিক্ষক এনেছে কেরালার তিরুবনন্তপুরমের একটি স্কুল।",Bangla,English,"Not a human, a robot will take the class!

Wearing a sari and with her hair tied in a bun, the teacher is taking classes at school. However, the teacher taking the class is not actually a human. Rather, it is a robot! Such an incident has happened in India. A school in Thiruvananthapuram, Kerala, has brought in the country's first humanoid robot teacher.","মানুষ নয়, রোবট নেবে ক্লাস!

 শাড়ি পরে, খোপা বেঁধে স্কুলে ক্লাস নিচ্ছেণ শিক্ষক। তবে যে শিক্ষক ক্লাস নিচ্ছেন; বাস্তবে তিনি মানুষ নন। বরং একটি রোবট! এমনই এক ঘটনা ঘটেছে ভারতে। দেশটিতে প্রথম হিউম্যানয়েড রোবট শিক্ষক এনেছে কেরালার তিরুবনন্তপুরমের একটি স্কুল।"
"গত বুধবার ট্রান্সপারেন্সি ইন্টারন্যাশনাল বাংলাদেশ (টিআইবি) আয়োজিত এক সভায় আইনমন্ত্রী আনিসুল হক বলেছেন, চলতি বছরের সেপ্টেম্বরের মধ্যে ডিজিটাল নিরাপত্তা আইন সংশোধন করা হবে। বিষয়টা কি এরকম যে তিনি সেই পর্যন্ত সময় হাতে নিয়ে রাখলেন, যখন বলতে পারবেন—নির্বাচন ঘনিয়ে এসেছে, এখন ডিজিটাল নিরাপত্তা আইন সংশোধনের চেয়েও অনেক জরুরি কাজ করার আছে? আমরা অতিরিক্ত সন্দেহপ্রবণ বলেই এমনটা ভাবছি, তা নয়। এমন ভাবনা আসার কারণ, অতীতেও একই ধরনের কথা বিভিন্ন উপলক্ষে অনেকবার বলার নজির তার রয়েছে। এমনকি, আন্তর্জাতিক সম্প্রদায়ের কাছেও তিনি এ ধরনের কথা বলেছেন। নিজের বিশ্বাসযোগ্যতা বজায় রাখার জন্য হলেও এবার যা বলেছেন তা তিনি করে দেখাবেন বলে আমরা আশা করব।",Bangla,English,"Last Wednesday, at a meeting organized by Transparency International Bangladesh (TIB), Law Minister Anisul Haque stated that the Digital Security Act will be amended by September of this year. Is it the case that he has kept time until then to say—elections are approaching, and there are many more urgent tasks to address than amending the Digital Security Act? It is not that we are overly suspicious for thinking this way. The reason for such thoughts is that he has a history of making similar statements on various occasions in the past. He has even made such statements to the international community. We hope that, for the sake of maintaining his credibility, he will follow through on what he has said this time.",
 শুক্রবার (৯ ফেব্রুয়ারি) মিরপুরে আগে ব্যাট করে ৪ উইকেটে ১৭৫ রান তোলে ঢাকা। জবাবে ১ বল হাতে রেখে লক্ষ্যে পৌঁছে যায় বর্তমান চ্যাম্পিয়নরা। অপরাজিত ১০৮ রানের ইনিংস খেলে ম্যাচসেরা হয়েছেন হৃদয়। তিনি ৫৭ বলে ৮ চার ও সাতটি ছয়ে এই রান করেন।।,Bangla,English,"On Friday (9 February), batting first in Mirpur, Dhaka scored 175 runs for 4 wickets. In reply, the current champions reached the target with 1 ball to spare. Hridoy was named player of the match for his unbeaten 108. He scored these runs off 57 balls with 8 fours and 7 sixes.",
"সবার' বদলে 'আমি', 'আমার' শব্দগুলোই আমাদের আলোচনায় স্থান করে নিচ্ছে। সামষ্টিকভাবে পুরো সমস্যাকে আমরা আমলে নিতে পারছি না। আমাদের পরিবার, পরিবেশ, ধর্ম, শিক্ষাব্যবস্থার ভিন্নতায় একে অপরকে সমাজের, দেশের, ধর্মের দুশমন হিসেবে দেখছি। একই প্ল্যাটফর্মেও আমাদের দেখা হয় না। এতে করে একজনের চিন্তার সঙ্গে অপরের চিন্তার অমিলের কারণ, ভাবনার পরিপ্রেক্ষিত, জানার সীমাবদ্ধতা ও উপলব্ধির সময়, সুযোগ ও সক্ষমতা তৈরি হয় না। বরং বিপরীত মতের সৌন্দর্যকে আমরা মূলোৎপাটন করতে চাই।",Bangla,English,"Instead of 'everyone', the words 'I' and 'my' are taking over our discussions. We are unable to consider the entire problem collectively. Due to differences in our families, environment, religion, and education systems, we see each other as enemies of society, country, and religion. We do not even meet on the same platform. As a result, the reasons for the differences between one person's thoughts and another's, the perspective behind ideas, the limitations of knowledge, and the time, opportunity, and capacity for realisation are not developed. Rather, we seek to uproot the beauty of opposing views.","সবার' বদলে 'আমি', 'আমার' শব্দগুলোই আমাদের আলোচনায় স্থান করে নিচ্ছে। সামষ্টিকভাবে পুরো সমস্যাকে আমরা আমলে নিতে পারছি না। আমাদের পরিবার, পরিবেশ, ধর্ম, শিক্ষাব্যবস্থার ভিন্নতায় একে অপরকে সমাজের, দেশের, ধর্মের দুশমন হিসেবে দেখছি। একই প্ল্যাটফর্মেও আমাদের দেখা হয় না। এতে করে একজনের চিন্তার সঙ্গে অপরের চিন্তার অমিলের কারণ, ভাবনার পরিপ্রেক্ষিত, জানার সীমাবদ্ধতা ও উপলব্ধির সময়, সুযোগ ও সক্ষমতা তৈরি হয় না। বরং বিপরীত মতের সৌন্দর্যকে আমরা মূলোৎপাটন করতে চাই।"
"বিদায় বেলায় যা বললেন ওয়ার্নার

ক্যারিয়ারের শেষ টেস্ট খেলে বিদায় জানালেন ডেভিড ওয়ার্নার। পাকিস্তানের বিরুদ্ধে ৩-০তে সিরিজ জিতে আন্তর্জাতিক ক্যারিয়ারের ইতি টানলেন তিনি। পুরষ্কার বিতরণী অনুষ্ঠানে তিনি আবেগপ্রবণ হয়ে পড়েন- ধন্যবাদ জানান পরিবার আত্নীয়-স্বজন ও ভক্তদের। ২টি বিশ্বকাপ, ১টি টি-টোয়েন্টি বিশ্বকাপ ও ১টি টেস্ট চ্যাম্পিয়নশিপ জিতেছেন ওয়ার্নার। বর্তমান প্রজন্মের কাছে টেস্ট ক্রিকেটে ভিরাট কোহলি, স্টিভেন স্মিথ, কেইন উইলিয়ামসন ও জো রুটদের ব্যাটিং শৈলী সবার জন্য আদর্শ। এর ভীড়ে ধারাবাহিক তিন ফরম্যাটেই পারফর্ম করে যাওয়া ডেভিড ওয়ার্নার সে হিসেবে খুব একটা আলোচিত নন। হয়তো চরিত্রগত দিক থেকে কিছুটা শান্ত স্বভাবের বলেই।।",Bangla,English,"What Warner Said at Farewell

David Warner bid farewell after playing the final Test of his career. He drew the curtain on his international career by winning the series against Pakistan 3-0. At the prize-giving ceremony, he became emotional and thanked his family, relatives and fans. Warner has won two World Cups, one T20 World Cup and one Test Championship. To the current generation, the batting styles of Virat Kohli, Steven Smith, Kane Williamson and Joe Root are ideals for everyone in Test cricket. Amid this, David Warner, who has kept performing consistently in all three formats, is not very much discussed on that count. Perhaps it is precisely because he is somewhat calm by nature.","বিদায় বেলায় যা বললেন ওয়ার্নার

ক্যারিয়ারের শেষ টেস্ট খেলে বিদায় জানালেন ডেভিড ওয়ার্নার। পাকিস্তানের বিরুদ্ধে ৩-০তে সিরিজ জিতে আন্তর্জাতিক ক্যারিয়ারের ইতি টানলেন তিনি। পুরষ্কার বিতরণী অনুষ্ঠানে তিনি আবেগপ্রবণ হয়ে পড়েন- ধন্যবাদ জানান পরিবার আত্নীয়-স্বজন ও ভক্তদের। ২টি বিশ্বকাপ, ১টি টি-টোয়েন্টি বিশ্বকাপ ও ১টি টেস্ট চ্যাম্পিয়নশিপ জিতেছেন ওয়ার্নার। বর্তমান প্রজন্মের কাছে টেস্ট ক্রিকেটে ভিরাট কোহলি, স্টিভেন স্মিথ, কেইন উইলিয়ামসন ও জো রুটদের ব্যাটিং শৈলী সবার জন্য আদর্শ। এর ভীড়ে ধারাবাহিক তিন ফরম্যাটেই পারফর্ম করে যাওয়া ডেভিড ওয়ার্নার সে হিসেবে খুব একটা আলোচিত নন। হয়তো চরিত্রগত দিক থেকে কিছুটা শান্ত স্বভাবের বলেই।।"
ডিজিটাল সিকিউরিটি অ্যাক্টের ৪৩ ধারায় একজন জুনিয়র পুলিশ কর্মকর্তাকে ওয়ারেন্ট ছাড়াই সন্দেহভাজন ব্যক্তিকে তল্লাশি ও গ্রেপ্তারের ক্ষমতা দেওয়া হয়েছে। যুক্তরাষ্ট্রে 'কম্পিউটার ফ্রড অ্যান্ড অ্যাবিউজ অ্যাক্ট' এ বিনা পরোয়ানায় গ্রেপ্তারের এমন বিধান রয়েছে। তবে সেখানকার পুলিশের আইন প্রয়োগের সংস্কৃতি বাংলাদেশ থেকে সম্পূর্ণ ভিন্ন। তাছাড়া তাদের সংবিধানের চতুর্থ সংশোধনীতে এ ধরনের অভিযানে অতিরিক্ত সাবধানতার বিষয়টিও নিশ্চিত করা হয়েছে। বাংলাদেশে এমন তদারকির কোনো ব্যবস্থা নেই। যে কারণে এই ধারার যথেচ্ছা ব্যবহার জনমনে আতঙ্কের সৃষ্টি করেছে।,Bangla,English,"Section 43 of the Digital Security Act grants a junior police officer the power to search and arrest a suspect without a warrant. The United States 'Computer Fraud and Abuse Act' has a similar provision for arrest without a warrant. However, the culture of law enforcement by police there is entirely different from that in Bangladesh. Moreover, their Fourth Constitutional Amendment ensures additional caution in such operations. In Bangladesh, there is no such oversight mechanism. As a result, the arbitrary use of this section has created fear among the public.",
"নতুন গানে নেচে ভাইরাল সামান্থা (ভিডিও)

ভারতের দক্ষিণী তারকা সামান্থা রুথ প্রভুর নাচের দক্ষতা নিয়ে নতুন করে বলার কিছু নেই। আল্লু অর্জুন অভিনীত সাড়া জাগানো সিনেমা ‘পুস্পা: দ্য রাইজ’ এর আইটেম গানে প্রথমবারের মতো নেচে বেশ আলোচনার সৃষ্টি করেন এই অভিনেত্রী। আবেদনময়ী রূপে সকলের নজর কাড়েন তিনি। ফের আরও একটি গানে নেচে ভাইরাল হলেন সামান্থা।",Bangla,English,"Samantha goes viral dancing to a new song (video)

There is nothing new to say about the dancing skills of South Indian star Samantha Ruth Prabhu. She first sparked much discussion by dancing in the item song of the sensational film 'Pushpa: The Rise', starring Allu Arjun. She captivated everyone with her alluring appearance. Once again, Samantha has gone viral by dancing to another song.",
"দক্ষিণ কোরিয়ার বিরোধীদলীয় নেতাকে ছুরিকাঘাত

দক্ষিণ কোরিয়ার বিরোধীদলীয় নেতা লি জায়ে-মিউংকে ছুরিকাঘাত করা হয়েছে। মঙ্গলবার (৩ জানুয়ারি) দেশটির দক্ষিণাঞ্চলীয় বন্দর শহর বুসান সফর করেন তিনি। সেখানে সংবাদ সম্মেলন করার সময় তার ঘাড়ের বাঁপাশে ছুরিকাঘাত করা হয়। খবর বিবিসি ও দক্ষিণ কোরিয়ার সংবাদ সংস্থা ইয়োনহাপ। বিবিসি জানিয়েছে, ঘটনাস্থল থেকে হামলাকারীকে আটক করা হয়েছে। লি জায়ে-মিউং গত বছর প্রেসিডেন্ট নির্বাচনে অংশ নিয়েছিলেন। তবে অল্প ব্যবধানে হেরে যান তিনি।।",Bangla,English,"South Korean opposition leader stabbed

South Korean opposition leader Lee Jae-myung has been stabbed. On Tuesday (January 3), he was visiting the southern port city of Busan. He was stabbed in the left side of his neck while holding a press conference there. The news was reported by the BBC and South Korean news agency Yonhap. The BBC reported that the attacker was arrested at the scene. Lee Jae-myung ran in last year's presidential election but lost by a narrow margin.",
"কূটনীতিক সম্পর্কের ৫০ বছরে মার্কিন পররাষ্ট্রমন্ত্রী অ্যান্টনি ব্লিঙ্কেনও 'অসামান্য মানবিকতা' দেখিয়ে ১০ লাখ রোহিঙ্গাকে আশ্রয় দেওয়ার জন্য বাংলাদেশের প্রশংসা করেন। তিনি একইসঙ্গে জাতিসংঘের শান্তিরক্ষা মিশনগুলোতে সবচেয়ে জোরালো সমর্থক দেশগুলোর অন্যতম হওয়ার জন্য, জলবায়ু পরিবর্তনের বিষয়গুলো নিয়ে প্রচারণা চালানোর জন্য এবং কার্যকরভাবে মহামারি মোকাবিলার জন্য বাংলাদেশের প্রশংসা করেন। উল্লেখ্য, করোনা মহামারি মোকাবিলার জন্য যুক্তরাষ্ট্র আমাদেরকে ৬ কোটি ১০ লাখ ডোজ টিকা ও ১৩ কোটি ১০ লাখ ডলার অর্থ সহযোগিতা দিয়েছে। বাংলাদেশ থেকে তৈরি পোশাক রপ্তানির সবচেয়ে বড় গন্তব্যও যুক্তরাষ্ট্র।",Bangla,English,"Marking fifty years of diplomatic relations, US Secretary of State Antony Blinken praised Bangladesh for its extraordinary humanity in providing refuge to one million Rohingya. He further commended the nation for being one of the most stalwart supporters of UN peacekeeping missions, its advocacy on climate change issues, and its effective management of the pandemic. It is worth noting that the United States provided 61 million vaccine doses and 131 million dollars in financial assistance to help Bangladesh combat the COVID-19 pandemic. The United States also remains the primary destination for ready-made garment exports from Bangladesh.",
 সেটা নিয়ে ইতোমধ্যে কাজ শুরু করে দিয়েছি। বাকিটা ক্রমশ প্রকাশ্য। ‘পুষ্প-৩’ এর আগাম খবরের এক ঝলক আসতেই দর্শক ও অনুরাগীদের উত্তেজনা যেন তুঙ্গে। তবে এ বিষয়ে বিস্তারিত কোনো তথ্য পাওয়া যায়নি।।,Bangla,English,"I have already started working on it. The rest will be revealed gradually. The excitement of the audience and fans seems to be at its peak as soon as a glimpse of the early news of 'Pushpa-3' arrives. However, no detailed information has been found on this matter.",
"আগেই বলা হয়েছে, এই ২ হাজার টাকা ন্যূনতম কর দিতে গিয়ে তাকে অন্তত ৫ থেকে ৬ হাজার টাকা খরচ করতে হবে—যেটি তার প্রতি বছরের খরচের সঙ্গে যোগ হবে। কিন্তু তার কি আয় বেড়েছে? উপরন্তু নিত্যপণ্যের দাম লাগামহীন। এখন ওই বাড়তি ৫/৬ হাজার টাকা তিনি কোথা থেকে জোগাড় করবেন?",Bangla,English,"It has been stated earlier that to pay this 2,000-taka minimum tax, he will have to spend at least 5 to 6 thousand takas—which will be added to his annual expenses.
But has his income increased? Moreover, prices of essential commodities are unbridled. Now, from where will he manage that extra 5/6 thousand taka?",
 ছোটবেলায় নাচ ও মার্শাল আর্টে ভীষণ দক্ষ ছিলেন। থাইল্যান্ডে উচ্চতর প্রশিক্ষণও নেন। বেশ কিছুদিন বিভিন্ন রেস্তোরাঁয় চাকরির পর মুম্বাইয়ে মার্শাল আর্টের শিক্ষক হিসেবে যোগ দেন। সেখানেই এক ছাত্রের বাবা তাঁকে অভিনয়ে আসার প্রস্তাব দেন।,Bangla,English,"He was very skilled in dance and martial arts in his childhood. He also received advanced training in Thailand. After working in various restaurants for quite some time, he joined as a martial arts instructor in Mumbai. It was there that the father of a student proposed that he enter acting.", ছোটবেলায় নাচ ও মার্শাল আর্টে ভীষণ দক্ষ ছিলেন। থাইল্যান্ডে উচ্চতর প্রশিক্ষণও নেন। বেশ কিছুদিন বিভিন্ন রেস্তোরাঁয় চাকরির পর মুম্বাইয়ে মার্শাল আর্টের শিক্ষক হিসেবে যোগ দেন। সেখানেই এক ছাত্রের বাবা তাঁকে অভিনয়ে আসার প্রস্তাব দেন।
"অভ্যুত্থানের সময় এবং পরবর্তী পরিস্থিতিতে শিক্ষাব্যবস্থায় স্থবিরতা দেখা দিয়েছিল তা থেকে বের হতে হবে। বিশ্ববিদ্যালয়ের শ্রেণিকার্যক্রম ফলপ্রসূভাবে তরান্বিত করে শিক্ষক ও শিক্ষা প্রতিষ্ঠান প্রশাসনের আন্তরিকতায় শিক্ষার্থীদের পড়াশোনায় মনোযোগী করাতে হবে ও পাঠক্রম শেষ করতে হবে। সেশন জট নিরসন করে পরীক্ষা সম্পন্ন করে ছাত্রদেরকে যথাসময়ে গ্রাজুয়েট করার কাজটি করতে হবে। স্কুল, কলেজ, মাদ্রাসা ও কারিগরি শিক্ষাকেন্দ্রও এ বিষয়ে উদ্যোগী হবে হবে।",Bangla,English,"We must come out of the stagnation that had appeared in the education system during the uprising and in the subsequent situation. University class activities must be accelerated effectively, and through the sincerity of teachers and educational institution administrators, students must be made attentive to their studies and the curriculum must be completed. The work of resolving session backlog, completing examinations, and graduating students on time must be done. Schools, colleges, madrasas, and technical education centres will also have to take initiative in this regard.","অভ্যুত্থানের সময় এবং পরবর্তী পরিস্থিতিতে শিক্ষাব্যবস্থায় স্থবিরতা দেখা দিয়েছিল তা থেকে বের হতে হবে। বিশ্ববিদ্যালয়ের শ্রেণিকার্যক্রম ফলপ্রসূভাবে তরান্বিত করে শিক্ষক ও শিক্ষা প্রতিষ্ঠান প্রশাসনের আন্তরিকতায় শিক্ষার্থীদের পড়াশোনায় মনোযোগী করাতে হবে ও পাঠক্রম শেষ করতে হবে। সেশন জট নিরসন করে পরীক্ষা সম্পন্ন করে ছাত্রদেরকে যথাসময়ে গ্রাজুয়েট করার কাজটি করতে হবে। স্কুল, কলেজ, মাদ্রাসা ও কারিগরি শিক্ষাকেন্দ্রও এ বিষয়ে উদ্যোগী হবে হবে।"
 মূলত আগামী দুই সিরিজের জন্য আপাতত তার সঙ্গে চুক্তি করেছে দেশটির ক্রিকেট বোর্ড। চলতি মাসের শেষের দিকে শ্রীলঙ্কা সফর করবে ভারত। তাদের বিপক্ষে তিনটি করে টি-টোয়েন্টি ও ওয়ানডে ম্যাচ খেলবে লঙ্কানরা।দেশের মাটিতে এই সিরিজ দিয়েই শুরু হবে জয়াসুরিয়ার অ্যাসাইনমেন্ট।।,Bangla,English,"For now, the country's cricket board has signed him mainly for the next two series. India will tour Sri Lanka towards the end of this month. The Lankans will play three T20Is and three ODIs against them. Jayasuriya's assignment will begin with this series at home.", মূলত আগামী দুই সিরিজের জন্য আপাতত তার সঙ্গে চুক্তি করেছে দেশটির ক্রিকেট বোর্ড। চলতি মাসের শেষের দিকে শ্রীলঙ্কা সফর করবে ভারত। তাদের বিপক্ষে তিনটি করে টি-টোয়েন্টি ও ওয়ানডে ম্যাচ খেলবে লঙ্কানরা।দেশের মাটিতে এই সিরিজ দিয়েই শুরু হবে জয়াসুরিয়ার অ্যাসাইনমেন্ট।।
" আয়ারল্যান্ড-যুক্তরাষ্ট্রের ম্যাচটি পণ্ড হয়ে গেলেই বিশ্বকাপের স্বপ্ন শেষ বাবর আজমদের। নিভু নিভু আশার প্রদীপও নিভিয়ে দিতে পারে এই বেরসিক বৃষ্টি। তাইতো তীব্র গরমে যেখানে নাভিশ্বাস সেখানে বৃষ্টি না হওয়ার ‘দোয়া’ পড়ছে পাকিস্তান। এখানেই শেষ নয়, অনেক যদি-কিন্তুর সমীকরণ দাড়িয়ে আছে বাবর আজমদের সামনে। আইসিসি টি-টোয়েন্টি বিশ্বকাপে গ্রুপ এ’র ম্যাচে আজ ভারতকে মোকাবিলা করবে স্বাগতিক যুক্তরাষ্ট্র। আজ যদি কোনো অঘটন ঘটে তাহলে মার্কিন মুলুকে ট্র্যাজেডি রচিত হবে পাকিস্তানের। তাই আজ নিজেদের চিরপ্রতিদ্বন্দ্বী ভারতের জয় চাইবে পাকিস্তানও, সেটি অবশ্য নিজেদের প্রয়োজনেই।।",Bangla,English,"If the Ireland-United States match is abandoned, Babar Azam and company’s World Cup dream will be over. This annoying rain could snuff out even the flickering lamp of hope. That is why, in heat harsh enough to leave them gasping, Pakistan are praying for there to be no rain. And that is not all - many what-if equations still stand before Babar Azam and company. Today, hosts the United States will take on India in a Group A match at the ICC T20 World Cup. If any upset happens today, tragedy will be written for Pakistan on American soil. So today, Pakistan too will want arch-rivals India to win, though that is, of course, only for their own need."," আয়ারল্যান্ড-যুক্তরাষ্ট্রের ম্যাচটি পণ্ড হয়ে গেলেই বিশ্বকাপের স্বপ্ন শেষ বাবর আজমদের। নিভু নিভু আশার প্রদীপও নিভিয়ে দিতে পারে এই বেরসিক বৃষ্টি। তাইতো তীব্র গরমে যেখানে নাভিশ্বাস সেখানে বৃষ্টি না হওয়ার ‘দোয়া’ পড়ছে পাকিস্তান। এখানেই শেষ নয়, অনেক যদি-কিন্তুর সমীকরণ দাড়িয়ে আছে বাবর আজমদের সামনে। আইসিসি টি-টোয়েন্টি বিশ্বকাপে গ্রুপ এ’র ম্যাচে আজ ভারতকে মোকাবিলা করবে স্বাগতিক যুক্তরাষ্ট্র। আজ যদি কোনো অঘটন ঘটে তাহলে মার্কিন মুলুকে ট্র্যাজেডি রচিত হবে পাকিস্তানের। তাই আজ নিজেদের চিরপ্রতিদ্বন্দ্বী ভারতের জয় চাইবে পাকিস্তানও, সেটি অবশ্য নিজেদের প্রয়োজনেই।।"
